256,82,261,86,6.7
252,81,262,86,10.68
291,96,299,99,8.8
257,81,255,84,3.59
271,82,284,94,18.18
270,85,284,94,16.86
273,86,279,92,8.24
275,86,279,92,6.98
212,66,209,69,4.43
208,67,204,67,4.46
282,101,301,99,19.24
247,80,251,83,4.73
248,83,256,84,7.85
294,111,333,110,38.93
228,71,233,77,7.55
