d,h,w
0.81218554211298,186.50562,79.78308
0.806094167031826,185.15247,80.48865
0.80913988392759,185.73973,80.96484
0.81218554211298,186.02197,80.15527
0.813200821985345,185.25122,80.14584
0.800592532920239,184.66797,80.158264
0.814301151354152,185.37657,79.96121
0.80913988392759,185.57457,80.429535
0.813200821985345,184.64014,80.29086
0.810155105089581,184.84132,80.89255
0.810155105089581,185.13574,80.66028
0.810155105089581,185.08238,80.30548
0.811170323601281,184.73358,80.6521
0.813200821985345,185.99864,79.84128
0.814301151354152,185.3858,80.446045
0.802700458729062,185.36731,80.91608
0.813200821985345,184.53809,80.584015
0.811170323601281,184.66957,80.53235
0.813285827007138,186.68219,80.92276
0.808045626220662,186.5094,80.48303
0.801607212271734,185.4468,80.62302
0.799924549701729,185.54909,79.54123
0.7979717676379,183.38452,80.58386
0.796470787984845,182.14612,80.35538
0.799530238254173,180.11432,79.76437
0.822446134702316,190.18285,87.98306
0.790432036374856,188.5617,83.46912
0.768965881079483,192.40504,82.37891
0.795035113748067,194.72571,80.54843
0.776668842225219,194.55426,80.94333
0.772880610734616,200.88684,80.34119
0.767030496402643,196.50487,83.83771
0.758278531630178,199.32188,80.100845
0.764385454776106,200.71222,80.65997
0.766167283913438,199.66957,80.40172
0.770982493506805,197.36346,80.81897
0.768187992894433,196.85777,79.83392
0.769237277148669,194.6653,82.4474
0.772381834698596,193.96547,81.15587
0.773427311196665,195.28888,78.00734
0.768112691735649,193.0377,78.87891
0.768793323311897,194.74962,80.40082
0.77082183624444,194.34631,80.578125
0.772088404102486,195.70204,79.94676
0.773076352944592,193.73901,78.60242
0.771814680849801,192.7619,79.10779
0.769807610040406,193.36298,79.60834
0.772882101480671,196.97491,78.95331
0.767552051521203,197.86034,79.43919
0.76718327940871,197.05188,80.73633
0.768191650680063,197.99184,77.11163
0.76311951704183,198.84888,77.881165
0.757301781186432,193.35585,79.44704
0.746630759261863,193.72174,78.495544
0.749130414835931,196.94983,78.34706
0.748821745299424,199.42982,79.39978
0.746811451359224,199.64154,81.33301
0.744615327419556,200.5495,81.10132
0.732748061615156,201.26788,81.7182
0.728441685809344,200.53375,79.392456
0.727454213475359,203.00316,79.694824
0.729673121035441,202.0766,82.27515
0.728695297924731,201.45567,83.888245
0.729892439793532,200.29247,82.25134
0.736768635263521,199.85219,81.977905
0.731522989664103,200.19635,84.61011
0.737340290061698,200.33571,83.3255
0.746442147785325,199.63037,80.01373
0.745209811355256,198.78943,79.47046
0.746267501536495,200.56763,81.21179
0.756311468377909,199.61696,79.41626
0.748227081641478,199.34613,80.14984
0.746360800915081,198.05188,82.840576
0.752058253549905,195.07289,80.293945
0.759184539640257,194.91663,80.37573
0.767010226993289,195.86041,77.86452
0.761162494603096,192.02191,82.36047
0.763532180108071,193.00464,81.20091
0.762803678944668,196.53188,78.77142
0.763808677458313,195.284,79.367065
0.765962776861454,196.23041,78.23741
0.771478861865642,193.07338,76.47412
0.770889403949945,190.5758,77.54469
0.770167354897007,191.15912,82.19238
0.767101015321782,193.3825,79.87402
0.767242553356938,194.32033,79.570435
0.767767157741608,197.17116,79.36658
0.770259532943157,196.56702,76.97406
0.758343357080208,196.99475,76.999695
0.762621233679337,194.76727,80.36072
0.757078319810095,195.02667,79.63745
0.756992737324106,196.68817,78.21973
0.75645624966481,194.2461,77.43506
0.756699289397433,197.88489,80.050415
0.757870877415942,194.96423,83.51831
0.75528712148058,197.90843,83.35187
0.756714860239734,198.96796,83.44928
0.755504066698158,198.98863,83.2464
0.759039121407579,199.49274,84.624756
0.759879104696654,198.27185,85.177185
0.755504066698158,196.61987,82.929504
0.759089037686399,200.45837,83.2948
0.754018894816862,199.4779,80.57526
0.750606635781798,197.46568,80.404175
0.75443150088594,198.64516,82.278564
0.754984019584972,197.58888,81.56079
0.755351410347581,198.46936,79.5741
0.759532943608919,198.22389,78.75244
0.75460870888974,197.59987,77.315735
0.758621549117414,196.60571,81.90271
0.749751291289852,198.97034,80.703
0.753050406457954,198.03148,82.84338
0.745017345267861,198.07288,80.37891
0.748038271223178,196.42877,79.878784
0.752586991028288,198.36963,80.17566
0.749732337115193,197.43103,79.378296
0.746848263162531,198.6155,78.62457
0.734684588608781,198.89369,81.02954
0.735457804249374,201.71936,81.22241
0.728798289799047,204.33337,84.28235
0.726539550511959,203.00775,78.6167
0.724184273805542,205.945,81.56848
0.722160258012389,205.0633,80.52051
0.706906807457855,208.54712,83.02942
0.701159556436905,208.43028,84.38422
0.702503048004457,207.88666,83.542114
0.700601926428492,209.53392,85.29089
0.68908199413285,210.16571,84.82263
0.688140672046489,215.0921,85.91565
0.693130860917872,210.67072,85.27716
0.698032035312658,212.54706,84.47864
0.699294353341458,209.82654,83.91492
0.707172378550327,209.9835,82.99121
0.709473019679316,207.0719,82.651855
0.718734395251486,205.48181,83.138306
0.718287605878426,204.55528,81.54724
0.719879400348807,203.9308,84.56421
0.720681624602801,202.5028,83.43408
0.726533482935867,202.95532,84.68927
0.733243680057993,201.01752,84.2793
0.739763606511575,200.57616,82.204346
0.735185093092628,200.12317,81.822815
0.742430350896394,205.29218,78.78534
0.743450301258828,202.43028,82.30817
0.737416993776755,202.32314,82.01843
0.739714992873424,201.84645,82.53223
0.740513122500133,200.51671,82.622314
0.732071352404413,202.16187,81.20581
0.73035828885136,202.7514,80.262024
0.724609417141644,204.48798,81.927124
0.724709494700478,203.16075,82.6073
0.71626484873368,203.52106,82.44275
0.712146105599274,206.11842,79.97778
0.702714135255385,207.51215,80.88165
0.704047001749745,208.83266,80.723755
0.694127410673566,210.45007,82.33508
0.689759243645737,212.19188,83.375244
0.690772780843599,212.60785,81.91443
0.689779786700702,214.83295,85.22754
0.689964558558662,215.26036,83.36847
0.690327654740835,211.27545,85.53125
0.69530211370792,209.12755,85.52521
0.694931840793496,209.20636,84.46118
0.69577605466725,210.83777,84.18872
0.706473727343172,210.82689,85.40271
0.705664825072748,208.14532,82.29956
0.708551301593968,207.75238,83.13269
0.712288779847368,208.38206,85.86096
0.713059684491721,210.72601,84.78235
0.709847428673083,211.93988,86.97522
0.710180388015281,211.93121,84.409424
0.710418013961691,209.24164,86.608154
0.710751203660539,209.305,86.69495
0.707825152610931,208.76355,87.55383
0.705524965004792,208.33807,86.7663
0.70176787615767,207.83128,86.364136
0.695922836506654,214.86815,88.03601
0.691647591927469,215.88817,87.65979
0.682796309600683,218.47797,87.80249
0.680502055200127,223.23944,92.90674
0.66993533911841,223.46655,90.78424
0.667679133948477,223.67548,90.33832
0.66581933387906,222.55347,90.82837
0.662762465043728,221.20856,91.36371
0.660905814551161,223.13922,89.00928
0.657533426849289,222.51198,87.84741
0.654636965004913,223.6892,85.49042
0.649126324140617,226.58398,90.82269
0.649674298220429,226.40717,88.367065
0.650239368333498,225.57544,87.20288
0.649798551633061,226.61327,87.82056
0.658434345073665,223.43187,86.776
0.65993312053193,222.77663,89.46594
0.677164952703834,221.77687,87.87915
0.682910415616142,220.07751,87.54718
0.692594016560935,212.99512,86.78992
0.701594460555358,210.75677,85.62439
0.702523382314897,209.86852,84.008545
0.712836534643601,211.40639,83.417786
0.71072378047634,209.86633,84.05286
0.706428728252647,212.92694,82.81732
0.709099084497012,204.36937,81.599365
0.713692342793261,207.51147,80.64563
0.710130746410347,209.27455,82.83618
0.716001965686553,205.4773,82.581055
0.716129296544364,205.49928,84.709595
0.705356231964916,208.84962,83.69739
0.702328931352239,211.9173,83.039734
0.702328931352239,212.30865,84.690674
0.697067997846808,212.93849,84.1698
0.6959530124511,214.43166,85.27478
0.693162896714605,215.5824,86.14801
0.689440388990303,214.51894,83.449585
0.688043826207087,212.93408,84.195984
0.688544361091526,211.34277,84.43677
0.682839548231263,217.47437,85.69324
0.68568806980345,216.62416,85.668945
0.679839160676267,212.36879,84.322876
0.687139652099622,210.73962,84.46985
0.689191988635327,209.8244,84.549805
0.67766143085381,212.62575,84.97223
0.681365034414541,210.16624,86.47992
0.675714433801509,211.18329,86.564026
0.671509678524393,210.87329,87.52557
0.672525818934229,217.92812,86.477295
0.672769497805856,218.16212,84.74524
0.678975140037472,211.76471,87.23462
0.689497009059522,213.25763,85.21765
0.700314103212072,210.7589,85.30652
0.702735658531553,208.817,84.61908
0.714245512780602,205.37585,81.93152
0.715078143762511,205.98952,83.40997
0.725241749063832,204.32286,81.76898
0.718630781295319,204.60022,84.49194
0.725624973722185,206.31647,80.519775
0.721904103565399,206.69415,80.39429
0.725241621361442,203.08405,80.579285
0.725412045463781,202.81232,79.27789
0.719176593544734,204.67218,82.253784
0.71525683525679,202.2101,84.24335
0.707235433189404,205.40686,84.54816
0.697884927692187,208.60071,83.75183
0.693276590893865,215.9513,85.03638
0.687477431833397,218.64394,85.64026
0.678807306930524,217.82713,85.72156
0.673421307047502,218.9939,88.10669
0.659281422832635,220.0633,86.336914
0.655031719119091,221.48486,86.21814
0.651908508488423,223.17065,85.912964
0.647633792972521,225.16876,89.02417
0.644948225322763,225.32652,87.87024
0.640311847808319,225.99786,86.79089
0.638259488176219,226.45752,87.02319
0.639976760959842,226.11456,87.36267
0.641322513778409,227.60744,89.02246
0.63919221397431,228.2461,89.777466
0.635291571546288,228.49579,88.41736
0.632157050916357,229.45648,88.7926
0.628598617925849,229.2414,87.63977
0.627208113961424,231.47829,91.13629
0.628211693812093,230.90784,92.148315
0.627208113961424,230.44263,87.91803
0.619075880251951,232.64845,92.448975
0.617972906039939,233.0097,92.288086
0.619879108891389,232.54124,89.34509
0.624108786743147,231.79846,89.490845
0.624217936705697,232.56439,90.67236
0.624265423603047,233.1712,89.670044
0.632011356312392,235.16705,93.71771
0.641843047281192,232.75568,91.94641
0.653507131840869,227.21405,89.68286
0.66093511456287,225.48598,91.32068
0.671340195139297,226.95995,92.66797
0.676759349743756,220.57404,89.07904
0.682785246042522,220.85773,91.79242
0.690109698056723,219.13348,89.18213
0.699753585014197,216.7074,91.00464
0.705111613892743,212.69489,87.20593
0.710487250156237,212.31435,86.24078
0.70668847017877,212.14406,87.73059
0.707115779704238,209.25592,85.621826
0.704808170568573,210.41272,85.75159
0.70327545003585,211.7323,84.72107
0.693549388704527,214.29425,85.25159
0.69644975667018,213.79466,85.0885
0.692983575275633,216.04956,87.05426
0.690910628599727,216.08746,86.96289
0.688587087925901,214.27956,86.80603
0.690045407702975,215.07056,85.34766
0.676844873848364,219.34338,88.155396
0.686142552158416,216.66376,87.054565
0.677381962926683,216.43773,86.27234
0.669198088051113,220.99477,85.58508
0.662754753581291,220.94899,85.89795
0.655131154357618,223.70912,86.53162
0.644743516119955,226.546,89.06091
0.644011441506506,227.2998,89.288574
0.642438215953442,228.00218,88.905334
0.644140441197471,229.93573,90.75964
0.63806366263837,229.85413,91.66113
0.634319676245745,230.80963,89.563965
0.636384186543287,231.1129,89.54907
0.63515337045834,231.44078,90.63318
0.632766586810943,232.18494,88.46649
0.630125253268625,233.62866,91.417114
0.621132617860653,232.95424,90.17798
0.615845987766427,234.24146,91.123535
0.614450150071716,236.59192,91.153564
0.613847573421051,235.94867,91.29602
0.613175462912663,239.11487,92.95923
0.610157972548611,239.0166,93.8927
0.609964979705857,237.63686,91.6098
0.609424310798428,242.76532,93.1698
0.605683137322904,243.3371,89.5166
0.606980049352937,242.13977,91.03162
0.608353891897189,241.20966,92.33783
0.61438095047123,239.37799,91.42236
0.611974926457836,237.62865,88.78589
0.609973139973266,240.8374,92.0885
0.607139455794223,238.15594,91.67786
0.606356825015204,240.55531,92.88959
0.605114304614698,241.8966,92.25256
0.600651668943283,238.8081,90.18652
0.600651668943283,240.17133,90.11041
0.597821241795216,241.28589,90.27124
0.596978297660719,244.95215,93.48291
0.596408755752947,243.71092,92.07861
0.596586076102257,243.1653,91.98901
0.597426505493264,243.55756,92.11609
0.600479813278616,242.86835,91.45154
0.606090244734783,237.78955,91.323975
0.6067216188868,239.70697,91.80054
0.606951077265551,239.56618,92.371704
0.604128280865042,241.31606,92.349
0.604364551596196,240.76031,92.33191
0.598804066846664,240.12994,92.009766
0.597119575982907,239.91405,91.65881
0.59160197192057,246.50258,92.34961
0.587110874372301,246.59552,93.427124
0.589191333308769,245.98619,93.56592
0.580962273223556,239.16156,92.40796
